 ,Mean,Min,Max,Angle,Median,Ch,Frame,Length
56,4055.213,3333,4991,-129.472,4036.500,1,56,88.091
57,4023.475,3405,4776,-129.472,4002.000,1,57,88.091
58,4053.159,3410,5014,-129.472,4037.500,1,58,88.091
59,4044.715,3384,5239,-129.472,4014.500,1,59,88.091
60,4045.570,3369,4931,-129.472,4018.500,1,60,88.091
61,4046.167,3368,4804,-129.472,4034.000,1,61,88.091
62,4051.114,3324,4969,-129.472,4033.500,1,62,88.091
63,4039.987,3456,5275,-129.472,4022.000,1,63,88.091
64,4053.513,3376,5011,-129.472,4051.000,1,64,88.091
65,4044.902,3406,4855,-129.472,4019.000,1,65,88.091
66,4028.649,3416,5082,-129.472,4009.500,1,66,88.091
67,4008.206,3455,4850,-129.472,3987.000,1,67,88.091
68,4011.180,3388,4885,-129.472,3986.000,1,68,88.091
69,4015.203,3437,5110,-129.472,3998.500,1,69,88.091
70,3992.772,3366,4754,-129.472,3981.000,1,70,88.091
71,3992.594,3405,4668,-129.472,3982.000,1,71,88.091
72,3978.499,3466,4939,-129.472,3960.500,1,72,88.091
73,3999.607,3495,4888,-129.472,3981.500,1,73,88.091
74,4006.880,3294,4833,-129.472,4000.000,1,74,88.091
75,3994.744,3429,4856,-129.472,3972.500,1,75,88.091
76,3963.593,3420,4762,-129.472,3955.000,1,76,88.091
77,3981.283,3370,4885,-129.472,3969.500,1,77,88.091
78,3974.257,3330,5005,-129.472,3959.000,1,78,88.091
79,3990.081,3320,4823,-129.472,3975.500,1,79,88.091
80,3968.593,3443,4900,-129.472,3953.500,1,80,88.091
81,3969.570,3429,4921,-129.472,3961.500,1,81,88.091
82,3982.703,3388,5032,-129.472,3966.000,1,82,88.091
83,3990.526,3419,4751,-129.472,3980.000,1,83,88.091
84,3998.683,3351,4896,-129.472,3980.500,1,84,88.091
85,3991.220,3303,4870,-129.472,3983.000,1,85,88.091
86,3995.342,3375,4733,-129.472,3990.000,1,86,88.091
87,3975.339,3406,4868,-129.472,3965.500,1,87,88.091
88,3988.182,3393,5057,-129.472,3973.500,1,88,88.091
89,3978.756,3406,4686,-129.472,3965.000,1,89,88.091
90,3986.378,3413,4806,-129.472,3981.000,1,90,88.091
